date,slot,model,load_kw,pv_kw,actual_price,grid_kwh,charge_kwh,discharge_kwh,soc_kwh,emergency_kwh
2025-03-20,1,Q2,3299.0689,0.0,0.4487,1415.6013469999998,833.3333333333333,0.0,6750.0,0.0
2025-03-20,2,Q2,3421.881,0.0,0.4373,1416.459833,833.3333333333333,0.0,7500.0,0.0
2025-03-20,3,Q2,3683.11,0.0,0.4311,1428.266025,833.3333333333333,0.0,8250.0,18.918975000000046
2025-03-20,4,Q2,3476.737,0.0,0.4344,1417.7996944166666,833.3333333333333,0.0,9000.0,0.0
2025-03-20,5,Q2,3302.6695,0.0,0.4238,1421.5145030833332,833.3333333333333,0.0,9750.0,0.0
2025-03-20,6,Q2,3426.94,0.0,0.4296,581.2754833333335,0.0,0.0,9750.0,0.0
2025-03-20,7,Q2,3609.5343,0.0,0.4989,597.8401440833331,0.0,0.0,9750.0,3.7489059166667857
2025-03-20,8,Q2,3668.9025,0.0,0.5083,589.6821298333332,0.0,0.0,9750.0,21.801620166666794
2025-03-20,9,Q2,3589.3,0.0,0.4468,908.7882666666667,333.3333333333333,0.0,10050.0,22.761733333333268
2025-03-20,10,Q2,3503.6157,0.0,0.4284,581.2389949999999,0.0,0.0,10050.0,2.6969550000000027
2025-03-20,11,Q2,3545.9703,0.0,0.4436,588.64369425,0.0,0.0,10050.0,2.351355750000039
2025-03-20,12,Q2,3590.66,0.0,0.454,597.9198249999998,0.0,0.0,10050.0,0.5235083333334387
2025-03-20,13,Q2,3395.9017,0.0,0.4404,591.79158275,0.0,0.0,10050.0,0.0
2025-03-20,14,Q2,3276.7246,0.0,0.4405,589.1676976666666,0.0,0.0,10050.0,0.0
2025-03-20,15,Q2,3394.28,0.0,0.4545,588.6726666666667,0.0,0.0,10050.0,0.0
2025-03-20,16,Q2,3587.5594,0.0,0.4389,591.0222517499999,0.0,0.0,10050.0,6.904314916666749
2025-03-20,17,Q2,3605.7268,0.0,0.3868,605.8990858333333,0.0,0.0,10050.0,0.0
2025-03-20,18,Q2,3522.79,0.0,0.3634,609.3064250000001,0.0,0.0,10050.0,0.0
2025-03-20,19,Q2,3631.2618,0.0,0.4416,598.0501237499999,0.0,0.0,10050.0,7.160176250000063
2025-03-20,20,Q2,3731.3543,0.0,0.4839,579.3927679166668,0.0,0.0,10050.0,42.49961541666653
2025-03-20,21,Q2,3721.01,0.0,0.4574,589.3909416666667,0.0,0.0,10050.0,30.77739166666663
2025-03-20,22,Q2,3699.7385,0.0,0.4575,607.0083396666666,0.0,0.0,10050.0,9.61474366666664
2025-03-20,23,Q2,3674.7825,0.0,0.4629,602.2486379166666,0.0,0.0,10050.0,10.215112083333338
2025-03-20,24,Q2,3623.58,0.0,0.4426,597.4863083333332,0.0,0.0,10050.0,6.443691666666723
2025-03-20,25,Q2,3538.7697,0.0019,0.4023,619.0029989166666,0.0,0.0,10050.0,0.0
2025-03-20,26,Q2,3488.7843,0.0,0.4075,620.7266110833334,0.0,0.0,10050.0,0.0
2025-03-20,27,Q2,3513.51,0.0,0.452,597.1341749999999,0.0,0.0,10050.0,0.0
2025-03-20,28,Q2,3598.3779,0.0271,0.4646,606.3016344999999,0.0,0.0,10050.0,0.0
2025-03-20,29,Q2,3700.4359,0.0,0.4561,613.4775477499999,0.0,0.0,10050.0,3.2617689166667105
2025-03-20,30,Q2,3753.57,0.0,0.4379,601.9390749999999,0.0,0.0,10050.0,23.65592500000014
2025-03-20,31,Q2,3716.9811,0.3776,0.4177,586.0127089166667,0.0,0.0,10050.0,33.421207749999894
2025-03-20,32,Q2,3707.0664,0.0,0.464,599.8913245,0.0,0.0,10050.0,17.953075499999954
2025-03-20,33,Q2,3642.69,0.0,0.4802,625.8205,0.0,0.0,10050.0,0.0
2025-03-20,34,Q2,3457.8398,5.2594,0.352,1437.7341084999998,833.3333333333333,0.0,10800.0,0.0
2025-03-20,35,Q2,4028.7787,0.0,0.5794,672.40166125,0.0,-0.0,10800.0,0.0
2025-03-20,36,Q2,4962.09,0.0,1.0185,0.0,0.0,818.2586583333334,9890.823712962963,8.756341666666572
2025-03-20,37,Q2,4905.1198,153.4202,0.995,0.0,0.0,823.8389669166665,8975.447083055557,0.0
2025-03-20,38,Q2,4660.8239,401.044,0.8932,0.0,0.0,778.5004593333333,8110.446572685186,0.0
2025-03-20,39,Q2,4703.75,675.525,0.9281,0.0,0.0,696.2339270833335,7336.853320370371,0.0
2025-03-20,40,Q2,4726.9008,952.6316,0.9231,0.0,0.0,647.0533282499998,6617.9051778703715,0.0
2025-03-20,41,Q2,4819.4733,1302.5378,0.902,0.0,0.0,600.2549144166666,5950.955272962964,0.0
2025-03-20,42,Q2,4880.33,1693.2375,0.8707,0.0,0.0,552.6419520833333,5336.908659537038,0.0
2025-03-20,43,Q2,4689.3761,2009.9231,0.7992,485.86384291666593,0.0,1.7124816666671903,5335.00590212963,0.0
2025-03-20,44,Q2,4713.3646,2305.9149,0.7957,448.5120795833332,0.0,0.0,5335.00590212963,0.0
2025-03-20,45,Q2,4827.2,2609.7375,0.8046,394.66878749999995,0.0,0.0,5335.00590212963,0.0
2025-03-20,46,Q2,4578.156,2894.0148,0.7001,298.54960591666645,0.0,0.0,5335.00590212963,0.0
2025-03-20,47,Q2,5187.0368,3179.5684,0.8467,0.0,0.0,377.0644429166666,4916.045410000001,0.0
2025-03-20,48,Q2,6405.59,3476.5125,1.1788,0.0,0.0,525.2812583333334,4332.399567407408,0.0
2025-03-20,49,Q2,6658.0486,3761.2255,1.2356,0.0,0.0,483.0180940833335,3795.7127962037034,0.0
2025-03-20,50,Q2,6606.6001,3976.3717,1.1876,0.0,0.0,417.32892408333305,3332.0139916666667,21.04247591666683
2025-03-20,51,Q2,6687.27,4220.325,1.1569,0.0,0.0,382.2247958333332,2907.3197740740743,28.932704166666895
2025-03-20,52,Q2,6649.776,4653.7429,1.0869,0.0,0.0,304.8108390833336,2568.6410639814812,27.86134424999966
2025-03-20,53,Q2,6705.5335,5037.5027,1.0527,0.0,0.0,283.5598146666665,2253.5746032407405,0.0
2025-03-20,54,Q2,6757.81,5180.8875,1.068,0.0,0.0,258.19473750000003,1966.6915615740736,4.625679166666714
2025-03-20,55,Q2,6494.2004,5166.4978,1.0672,0.0,0.0,191.93201508333334,1753.4337670370367,29.351751583333254
2025-03-20,56,Q2,6436.4392,5533.329,1.0563,0.0,0.0,161.0299409166667,1574.5116104629626,0.0
2025-03-20,57,Q2,6570.85,6107.7375,1.0344,0.0,0.0,132.59025208333327,1427.1891081481479,0.0
2025-03-20,58,Q2,6399.3635,6182.795,0.9937,0.0,0.0,114.57486733333327,1299.8836999999999,0.0
2025-03-20,59,Q2,6445.9301,6198.386,0.9971,0.0,0.0,57.523317499999926,1235.9689027777777,0.0
2025-03-20,60,Q2,6697.43,6426.1875,1.0131,0.0,0.0,32.37201249999995,1200.0,12.835070833333432
2025-03-20,61,Q2,6577.9956,6675.2481,0.948,0.0,2.007406916666767,0.0,1201.806666225,0.0
2025-03-20,62,Q2,6445.2772,6774.004,0.9058,0.0,20.338316833333376,0.0,1220.1111513750002,0.0
2025-03-20,63,Q2,6473.61,6879.075,0.9279,0.0,68.44868541666676,0.0,1281.7149682500003,0.8711854166667479
2025-03-20,64,Q2,6454.2353,7268.5137,0.927,0.0,89.34735550000005,0.0,1362.1275882000004,0.0
2025-03-20,65,Q2,6352.336,7455.3554,0.7628,0.0,132.40964591666662,0.0,1481.2962695250003,0.0
2025-03-20,66,Q2,6279.9,7263.0,0.544,687.5600812499997,833.3333333333333,0.0,2231.2962695250003,0.0
2025-03-20,67,Q2,6362.0436,7021.6679,0.5346,671.8799455,833.3333333333333,0.0,2981.2962695250003,51.516004499999895
2025-03-20,68,Q2,6393.8373,7052.8842,0.5872,645.1038388333334,833.3333333333333,0.0,3731.2962695250003,78.38834449999983
2025-03-20,69,Q2,6360.1,7317.5625,0.577,601.2375895833334,833.3333333333333,0.0,4481.296269525001,72.51866041666662
2025-03-20,70,Q2,6424.0276,7505.6333,0.5241,609.4455731666665,833.3333333333333,0.0,5231.296269525001,43.620143500000125
2025-03-20,71,Q2,6379.6216,7635.0323,0.5111,631.0336960833334,833.3333333333333,0.0,5981.296269525001,0.0
2025-03-20,72,Q2,6168.32,7818.45,0.5158,595.4912375000001,833.3333333333333,0.0,6731.296269525001,0.0
2025-03-20,73,Q2,5958.8116,8082.9395,0.4519,587.1020154166667,833.3333333333333,0.0,7481.296269525001,0.0
2025-03-20,74,Q2,5855.2299,8090.5707,0.4435,584.6190702500002,833.3333333333333,0.0,8231.296269525,0.0
2025-03-20,75,Q2,5883.66,7709.3625,0.4915,586.5745666666666,833.3333333333333,0.0,8981.296269525,0.0
2025-03-20,76,Q2,6006.2794,7205.256,0.4972,598.9015690000001,833.3333333333333,0.0,9731.296269525,34.60233099999982
2025-03-20,77,Q2,6168.3548,7206.9442,0.6604,405.54845866666557,621.3924069999989,0.0,10290.549435825,42.74571500000005
2025-03-20,78,Q2,6351.38,7525.8,0.9001,0.0,144.55990416666657,0.0,10420.653349574999,0.0
2025-03-20,79,Q2,6510.6216,7339.075,0.9125,0.0,118.99748374999992,0.0,10527.75108495,0.0
2025-03-20,80,Q2,6358.8315,6900.6338,0.919,0.0,78.09701858333275,0.0,10598.038401675,0.0
2025-03-20,81,Q2,6039.3,6610.0125,0.9817,0.0,91.88759791666638,0.0,10680.737239799999,0.0
2025-03-20,82,Q2,6028.9848,6642.1795,0.9361,0.0,37.855308499999815,0.0,10714.807017449999,0.0
2025-03-20,83,Q2,6177.7813,6806.5377,0.8829,0.0,30.32018216666686,0.0,10742.0951814,0.0
2025-03-20,84,Q2,6280.02,6799.95,0.8924,0.0,43.95467708333315,0.0,10781.654390775,0.0
2025-03-20,85,Q2,6283.4823,6453.6137,0.9351,0.0,20.384010249999864,0.0,10800.0,0.0
2025-03-20,86,Q2,6314.912,6203.5886,0.9817,0.0,0.0,8.08061200000014,10791.021542222223,10.473287999999894
2025-03-20,87,Q2,6352.79,6115.6875,1.0267,0.0,0.0,30.986710416666483,10756.591863981483,8.530372916666842
2025-03-20,88,Q2,6259.4213,5837.6616,1.0547,0.0,0.0,101.68237625000027,10643.611445925926,0.0
2025-03-20,89,Q2,6190.1146,5431.9635,0.9267,0.0,0.0,144.46526558333323,10483.094484166668,0.0
2025-03-20,90,Q2,6156.64,5072.775,0.7137,174.9114854166667,0.0,0.0,10483.094484166668,5.73268125000007
2025-03-20,91,Q2,6039.3659,4855.4545,0.6525,554.3497790648137,352.1172398148135,0.0,10800.0,0.0
2025-03-20,92,Q2,6054.6789,4561.8383,0.6799,254.82201883333312,0.0,0.0,10800.0,0.0
2025-03-20,93,Q2,6187.68,4146.825,0.7301,307.04285208333357,0.0,0.0,10800.0,33.09964791666647
2025-03-20,94,Q2,6195.3721,3778.6785,0.805,358.12339000000014,0.0,0.0,10800.0,44.65887666666646
2025-03-20,95,Q2,6186.1376,3471.4229,0.8788,392.76794108333354,0.0,0.0,10800.0,59.68450891666646
2025-03-20,96,Q2,6200.17,3156.225,0.9089,464.9390999999998,0.0,0.0,10800.0,42.38506666666683
2025-03-20,97,Q2,6153.3743,2779.805,0.8767,497.11067475,0.0,-0.0,10800.0,65.15087525000007
2025-03-20,98,Q2,6101.7592,2507.3559,0.8888,563.1119616666665,0.0,-0.0,10800.0,35.95525500000019
2025-03-20,99,Q2,6118.95,2334.4125,0.9441,609.0953166666667,0.0,-0.0,10800.0,21.66093333333322
2025-03-20,100,Q2,6209.4949,2077.0816,0.946,671.31198875,0.0,-0.0,10800.0,17.423561250000034
2025-03-20,101,Q2,6190.199,1733.8533,0.9677,721.2652636666666,0.0,-0.0,10800.0,21.459019666666677
2025-03-20,102,Q2,6102.19,1377.7125,1.0139,770.2076312499998,0.0,-0.0,10800.0,17.205285416666584
2025-03-20,103,Q2,6143.2969,1083.9022,1.0152,833.9550810833333,-0.0,0.0,10800.0,9.277368916666774
2025-03-20,104,Q2,6075.0134,831.8823,1.0487,882.6863775833331,0.0,0.0,10800.0,0.0
2025-03-20,105,Q2,6025.68,597.3375,1.0879,944.5274937499998,0.0,0.0,10800.0,0.0
2025-03-20,106,Q2,6213.4416,374.8971,1.0391,1029.8601784166665,0.0,0.0,10800.0,0.0
2025-03-20,107,Q2,5394.1467,156.1276,1.0932,932.4678724166665,0.0,0.0,10800.0,0.0
2025-03-20,108,Q2,4094.12,0.0,1.2488,720.5880416666665,0.0,-0.0,10800.0,0.0
2025-03-20,109,Q2,4187.9837,0.0,1.2993,699.0959248333331,0.0,-0.0,10800.0,0.0
2025-03-20,110,Q2,4441.4267,5.5774,1.2761,731.8179909166668,0.0,0.0,10800.0,7.490225749999809
2025-03-20,111,Q2,4255.45,0.0,1.2567,748.4966833333334,0.0,0.0,10800.0,0.0
2025-03-20,112,Q2,4286.5369,0.0,1.2773,736.1927462500001,0.0,0.0,10800.0,0.0
2025-03-20,113,Q2,4470.2464,0.4004,1.2813,79.68568425000194,0.0,649.0613552499981,10078.820716388891,16.227293833333192
2025-03-20,114,Q2,4579.24,0.0,1.2693,0.0,0.0,726.4004166666668,9271.709142314816,36.80624999999975
2025-03-20,115,Q2,4480.3082,0.0,1.2899,0.0,0.0,718.9790738333332,8472.843504722223,27.738959500000078
2025-03-20,116,Q2,4285.5618,0.0288,1.2669,0.0,0.0,714.6329563333333,7678.806886574075,0.0
2025-03-20,117,Q2,4196.78,0.0,1.2323,0.0,0.0,722.01745,6876.565275462964,0.0
2025-03-20,118,Q2,4330.8684,0.0,1.2902,0.0,0.0,730.5513529166668,6064.84155,0.0
2025-03-20,119,Q2,4370.9481,0.0021,1.2824,0.0,0.0,726.0247470000002,5258.1473866666665,2.466252999999824
2025-03-20,120,Q2,4358.21,0.0,1.2233,0.0,0.0,718.2907916666666,4460.046507037037,8.077541666666775
2025-03-20,121,Q2,4586.0191,0.0,1.2789,0.0,0.0,729.6058220833332,3649.373371388889,34.7306945833335
2025-03-20,122,Q2,4523.6629,0.0,1.2779,0.0,0.0,737.7551698333333,2829.6454049074077,16.188646833333337
2025-03-20,123,Q2,4215.37,0.0,1.2388,0.0,0.0,733.7004166666668,2014.4227197222224,0.0
2025-03-20,124,Q2,4256.2469,0.0,1.3228,0.0,0.0,732.98044775,1200.0,0.0
2025-03-20,125,Q2,4319.0159,0.0,1.1769,743.7924149999999,0.0,-0.0,1200.0,0.0
2025-03-20,126,Q2,4257.25,0.0,0.8862,760.5457333333331,0.0,0.0,1200.0,0.0
2025-03-20,127,Q2,4290.2681,0.0,0.917,750.7401755,-0.0,0.0,1200.0,0.0
2025-03-20,128,Q2,4418.7036,0.0,0.9999,736.60052525,0.0,0.0,1200.0,0.0
2025-03-20,129,Q2,4553.6,0.0,0.9964,732.1649666666668,0.0,0.0,1200.0,26.768366666666566
2025-03-20,130,Q2,4526.2528,0.0,1.0003,745.7635581666666,0.0,-0.0,1200.0,8.611908500000027
2025-03-20,131,Q2,4001.6252,0.0,0.7708,676.1935511666667,0.0,-0.0,1200.0,0.0
2025-03-20,132,Q2,3318.94,0.0,0.419,1397.3057999999996,833.3333333333333,0.0,1950.0,0.0
2025-03-20,133,Q2,3233.4088,0.0,0.3484,1384.7688559166666,833.3333333333333,0.0,2700.0,0.0
2025-03-20,134,Q2,3319.971,0.0,0.3833,565.3537509166665,0.0,0.0,2700.0,0.0
2025-03-20,135,Q2,3255.84,0.0,0.3903,1409.2469999999998,833.3333333333333,0.0,3450.0,0.0
2025-03-20,136,Q2,3144.1326,0.0,0.4126,1403.3644200833332,833.3333333333333,0.0,4200.0,0.0
2025-03-20,137,Q2,3161.8174,0.0,0.4343,564.9968805000001,0.0,0.0,4200.0,0.0
2025-03-20,138,Q2,3296.4,0.0,0.4428,1392.462533333333,833.3333333333333,0.0,4950.0,0.0
2025-03-20,139,Q2,3356.4081,0.0,0.4397,586.0514085,0.0,0.0,4950.0,0.0
2025-03-20,140,Q2,3261.7676,0.0,0.4049,580.9517066666666,0.0,0.0,4950.0,0.0
2025-03-20,141,Q2,3267.73,0.0,0.3814,1403.0297166666664,833.3333333333333,0.0,5700.0,0.0
2025-03-20,142,Q2,3604.076,0.0,0.4248,897.5384528333334,333.3333333333333,0.0,6000.0,36.474213833333124
2025-03-20,143,Q2,3245.8691,0.0,0.3795,534.6933183333334,0.0,0.0,6000.0,6.284864999999854
2025-03-20,144,Q2,2401.0,0.0,0.2794,489.71722500000004,0.0,0.0,6000.0,0.0
2025-03-20,1,Q3,3299.0689,0.0,0.4487,1415.6013469999998,833.3333333333333,0.0,6750.000000000002,0.0
2025-03-20,2,Q3,3421.881,0.0,0.4373,1416.459833,833.3333333333333,0.0,7500.000000000002,0.0
2025-03-20,3,Q3,3683.11,0.0,0.4311,1428.266025,833.3333333333333,0.0,8250.000000000002,18.918975000000046
2025-03-20,4,Q3,3476.737,0.0,0.4344,1417.7996944166666,833.3333333333333,0.0,9000.000000000002,0.0
2025-03-20,5,Q3,3302.6695,0.0,0.4238,1421.5145030833332,833.3333333333333,0.0,9750.000000000002,0.0
2025-03-20,6,Q3,3426.94,0.0,0.4296,581.2754833333335,0.0,0.0,9750.000000000002,0.0
2025-03-20,7,Q3,3609.5343,0.0,0.4989,597.8401440833331,0.0,0.0,9750.000000000002,3.7489059166667857
2025-03-20,8,Q3,3668.9025,0.0,0.5083,589.6821298333332,0.0,0.0,9750.000000000002,21.801620166666794
2025-03-20,9,Q3,3589.3,0.0,0.4468,908.7882666666646,333.3333333333313,0.0,10050.0,22.761733333333382
2025-03-20,10,Q3,3503.6157,0.0,0.4284,581.2389949999999,0.0,0.0,10050.0,2.6969550000000027
2025-03-20,11,Q3,3545.9703,0.0,0.4436,588.64369425,0.0,0.0,10050.0,2.351355750000039
2025-03-20,12,Q3,3590.66,0.0,0.454,597.9198249999998,0.0,0.0,10050.0,0.5235083333334387
2025-03-20,13,Q3,3395.9017,0.0,0.4404,591.79158275,0.0,0.0,10050.0,0.0
2025-03-20,14,Q3,3276.7246,0.0,0.4405,589.1676976666666,0.0,0.0,10050.0,0.0
2025-03-20,15,Q3,3394.28,0.0,0.4545,588.6726666666667,0.0,0.0,10050.0,0.0
2025-03-20,16,Q3,3587.5594,0.0,0.4389,591.0222517499999,0.0,0.0,10050.0,6.904314916666749
2025-03-20,17,Q3,3605.7268,0.0,0.3868,605.8990858333333,0.0,0.0,10050.0,0.0
2025-03-20,18,Q3,3522.79,0.0,0.3634,609.3064250000001,0.0,0.0,10050.0,0.0
2025-03-20,19,Q3,3631.2618,0.0,0.4416,598.0501237499999,0.0,0.0,10050.0,7.160176250000063
2025-03-20,20,Q3,3731.3543,0.0,0.4839,579.3927679166668,0.0,0.0,10050.0,42.49961541666653
2025-03-20,21,Q3,3721.01,0.0,0.4574,589.3909416666667,0.0,0.0,10050.0,30.77739166666663
2025-03-20,22,Q3,3699.7385,0.0,0.4575,607.0083396666666,0.0,0.0,10050.0,9.61474366666664
2025-03-20,23,Q3,3674.7825,0.0,0.4629,602.2486379166666,0.0,0.0,10050.0,10.215112083333338
2025-03-20,24,Q3,3623.58,0.0,0.4426,597.4863083333332,0.0,0.0,10050.0,6.443691666666723
2025-03-20,25,Q3,3538.7697,0.0019,0.4023,619.0029989166666,0.0,0.0,10050.0,0.0
2025-03-20,26,Q3,3488.7843,0.0,0.4075,620.7266110833334,0.0,0.0,10050.0,0.0
